S000000027	YAL029C	MYO4	ORF	DOID:0060775	microvillus inclusion disease	ISS		HGNC:7603	manually curated	25860149	Menconi G, et al. (2015) Global mapping of DNA conformational flexibility on Saccharomyces cerevisiae. PLoS Comput Biol 11(4):e1004136
S000005752	YOR226C	ISU2	ORF	DOID:699	mitochondrial myopathy	IGI		HGNC:29882	manually curated	24573684	Saha PP, et al. (2014) The presence of multiple cellular defects associated with a novel G50E iron-sulfur cluster scaffold protein (ISCU) mutation leads to development of mitochondrial myopathy. J Biol Chem 289(15):10359-10377
S000005752	YOR226C	ISU2	ORF	DOID:699	mitochondrial myopathy	IMP			manually curated	29079705	
S000005752	YOR226C	ISU2	ORF	DOID:699	mitochondrial myopathy	ISS		HGNC:29882	manually curated	24573684	Saha PP, et al. (2014) The presence of multiple cellular defects associated with a novel G50E iron-sulfur cluster scaffold protein (ISCU) mutation leads to development of mitochondrial myopathy. J Biol Chem 289(15):10359-10377
S000005752	YOR226C	ISU2	ORF	DOID:699	mitochondrial myopathy	ISS		HGNC:29882	manually curated	29079705	
S000005762	YOR236W	DFR1	ORF	DOID:162	cancer	IGI		HGNC:2861	manually curated	26354769	Hamza A, et al. (2015) Complementation of Yeast Genes with Human Genes as an Experimental Platform for Functional Testing of Human Genetic Variants. Genetics 201(3):1263-74
S000005762	YOR236W	DFR1	ORF	DOID:162	cancer	ISS		HGNC:2861	manually curated	26354769	Hamza A, et al. (2015) Complementation of Yeast Genes with Human Genes as an Experimental Platform for Functional Testing of Human Genetic Variants. Genetics 201(3):1263-74
S000005769	YOR243C	PUS7	ORF	DOID:1059	intellectual disability	IGI		HGNC:26033	manually curated	30778726	Shaheen R, et al. (2019) PUS7 mutations impair pseudouridylation in humans and cause intellectual disability and microcephaly. Hum Genet 138(3):231-239
S000005769	YOR243C	PUS7	ORF	DOID:1059	intellectual disability	ISS		HGNC:26033	manually curated	30778726	Shaheen R, et al. (2019) PUS7 mutations impair pseudouridylation in humans and cause intellectual disability and microcephaly. Hum Genet 138(3):231-239
S000005769	YOR243C	PUS7	ORF	DOID:10907	microcephaly	IGI		HGNC:26033	manually curated	30778726	Shaheen R, et al. (2019) PUS7 mutations impair pseudouridylation in humans and cause intellectual disability and microcephaly. Hum Genet 138(3):231-239
S000005769	YOR243C	PUS7	ORF	DOID:10907	microcephaly	ISS		HGNC:26033	manually curated	30778726	Shaheen R, et al. (2019) PUS7 mutations impair pseudouridylation in humans and cause intellectual disability and microcephaly. Hum Genet 138(3):231-239
S000005770	YOR244W	1,00 ESA	ORF	DOID:162	cancer	IMP			manually curated	24831819	Torres-Machorro AL and Pillus L (2014) Bypassing the requirement for an essential MYST acetyltransferase. Genetics 197(3):851-63
S000005770	YOR244W	1,00 ESA	ORF	DOID:162	cancer	ISS		HGNC:5275	manually curated	24831819	Torres-Machorro AL and Pillus L (2014) Bypassing the requirement for an essential MYST acetyltransferase. Genetics 197(3):851-63
S000005772	YOR246C	ENV9	ORF	DOID:14791	Leber congenital amaurosis	IMP			manually curated	28540421	Siddiqah IM, et al. (2017) Yeast ENV9 encodes a conserved lipid droplet (LD) short-chain dehydrogenase involved in LD morphology. Curr. Genet. 63(6):1053-1072
S000005772	YOR246C	ENV9	ORF	DOID:14791	Leber congenital amaurosis	ISS		HGNC:19977	manually curated	28540421	Siddiqah IM, et al. (2017) Yeast ENV9 encodes a conserved lipid droplet (LD) short-chain dehydrogenase involved in LD morphology. Curr. Genet. 63(6):1053-1072
S000005776	YOR250C	1 CLP	ORF	DOID:0060264	pontocerebellar hypoplasia	ISS		HGNC:16999	manually curated	24766810	Schaffer AE, et al. (2014) CLP1 founder mutation links tRNA splicing and maturation to cerebellar development and neurodegeneration. Cell 157(3):651-63
S000005796	YOR270C	VPH1	ORF	DOID:0110942	autosomal recessive osteopetrosis 1	IMP			manually curated	31111556	
S000005796	YOR270C	VPH1	ORF	DOID:0110942	autosomal recessive osteopetrosis 1	ISS		HGNC:11647	manually curated	31111556	
S000005796	YOR270C	VPH1	ORF	DOID:14219	renal tubular acidosis	IGI		HGNC:866	manually curated	18632794	Su Y, et al. (2008) Human H+ATPase a4 subunit mutations causing renal tubular acidosis reveal a role for interaction with phosphofructokinase-1. Am J Physiol Renal Physiol 295(4):F950-8
S000005796	YOR270C	VPH1	ORF	DOID:14219	renal tubular acidosis	ISS		HGNC:866	manually curated	18632794	Su Y, et al. (2008) Human H+ATPase a4 subunit mutations causing renal tubular acidosis reveal a role for interaction with phosphofructokinase-1. Am J Physiol Renal Physiol 295(4):F950-8
S000005800	YOR274W	MOD5	ORF	DOID:0111464	combined oxidative phosphorylation deficiency 35	IGI		HGNC:20286	manually curated	32324744	Khalique A, et al. (2020) Targeting mitochondrial and cytosolic substrates of TRIT1 isopentenyltransferase: Specificity determinants and tRNA-i6A37 profiles. PLoS Genet 16(4):e1008330
S000005800	YOR274W	MOD5	ORF	DOID:0111464	combined oxidative phosphorylation deficiency 35	ISS		HGNC:20286	manually curated	32324744	Khalique A, et al. (2020) Targeting mitochondrial and cytosolic substrates of TRIT1 isopentenyltransferase: Specificity determinants and tRNA-i6A37 profiles. PLoS Genet 16(4):e1008330
S000005800	YOR274W	MOD5	ORF	DOID:1324	lung cancer	IGI		HGNC:20286	manually curated	15870694	Spinola M, et al. (2005) Identification and functional characterization of the candidate tumor suppressor gene TRIT1 in human lung cancer. Oncogene 24(35):5502-9
S000005800	YOR274W	MOD5	ORF	DOID:1324	lung cancer	ISS		HGNC:20286	manually curated	15870694	Spinola M, et al. (2005) Identification and functional characterization of the candidate tumor suppressor gene TRIT1 in human lung cancer. Oncogene 24(35):5502-9
S000005804	YOR278W	HEM4	ORF	DOID:13270	erythropoietic protoporphyria	IMP			manually curated	18042043	Tan FC, et al. (2008) Identification and characterization of the Arabidopsis gene encoding the tetrapyrrole biosynthesis enzyme uroporphyrinogen III synthase. Biochem J 410(2):291-9
S000005804	YOR278W	HEM4	ORF	DOID:13270	erythropoietic protoporphyria	ISS		HGNC:12592	manually curated	18042043	Tan FC, et al. (2008) Identification and characterization of the Arabidopsis gene encoding the tetrapyrrole biosynthesis enzyme uroporphyrinogen III synthase. Biochem J 410(2):291-9
S000005816	YOR290C	SNF2	ORF	DOID:162	cancer	IMP			manually curated	30700905	Coelho MC, et al. (2019) Heterozygous mutations cause genetic instability in a yeast model of cancer evolution. Nature 566(7743):275-278
S000005816	YOR290C	SNF2	ORF	DOID:162	cancer	ISS		HGNC:11100	manually curated	30700905	Coelho MC, et al. (2019) Heterozygous mutations cause genetic instability in a yeast model of cancer evolution. Nature 566(7743):275-278
S000005817	YOR291W	YPK9	ORF	DOID:0060556	Kufor-Rakeb syndrome	IMP			manually curated	32954262	Heins-Marroquin U, et al. (2019) Phenotypic assays in yeast and zebrafish reveal drugs that rescue ATP13A2 deficiency. Brain Commun 1(1):fcz019
S000005817	YOR291W	YPK9	ORF	DOID:0060556	Kufor-Rakeb syndrome	ISS		HGNC:30213	manually curated	32954262	Heins-Marroquin U, et al. (2019) Phenotypic assays in yeast and zebrafish reveal drugs that rescue ATP13A2 deficiency. Brain Commun 1(1):fcz019
S000005817	YOR291W	YPK9	ORF	DOID:0060893	juvenile-onset Parkinson's disease	IMP			manually curated	34946185	
S000005817	YOR291W	YPK9	ORF	DOID:0060893	juvenile-onset Parkinson's disease	ISS		HGNC:30213	manually curated	34946185	
S000005817	YOR291W	YPK9	ORF	DOID:14503	neuronal ceroid lipofuscinosis	IMP			manually curated	32954262	Heins-Marroquin U, et al. (2019) Phenotypic assays in yeast and zebrafish reveal drugs that rescue ATP13A2 deficiency. Brain Commun 1(1):fcz019
S000005817	YOR291W	YPK9	ORF	DOID:14503	neuronal ceroid lipofuscinosis	ISS		HGNC:30213	manually curated	32954262	Heins-Marroquin U, et al. (2019) Phenotypic assays in yeast and zebrafish reveal drugs that rescue ATP13A2 deficiency. Brain Commun 1(1):fcz019
S000005817	YOR291W	YPK9	ORF	DOID:2476	hereditary spastic paraplegia	IMP			manually curated	32954262	Heins-Marroquin U, et al. (2019) Phenotypic assays in yeast and zebrafish reveal drugs that rescue ATP13A2 deficiency. Brain Commun 1(1):fcz019
S000005817	YOR291W	YPK9	ORF	DOID:2476	hereditary spastic paraplegia	ISS		HGNC:30213	manually curated	32954262	Heins-Marroquin U, et al. (2019) Phenotypic assays in yeast and zebrafish reveal drugs that rescue ATP13A2 deficiency. Brain Commun 1(1):fcz019
S000005817	YOR291W	YPK9	ORF	DOID:332	amyotrophic lateral sclerosis	IMP			manually curated	32954262	Heins-Marroquin U, et al. (2019) Phenotypic assays in yeast and zebrafish reveal drugs that rescue ATP13A2 deficiency. Brain Commun 1(1):fcz019
S000005817	YOR291W	YPK9	ORF	DOID:332	amyotrophic lateral sclerosis	ISS		HGNC:30213	manually curated	32954262	Heins-Marroquin U, et al. (2019) Phenotypic assays in yeast and zebrafish reveal drugs that rescue ATP13A2 deficiency. Brain Commun 1(1):fcz019
S000005820	YOR294W	RRS1	ORF	DOID:12858	Huntington's disease	IMP			manually curated	15135061	
S000005820	YOR294W	RRS1	ORF	DOID:12858	Huntington's disease	ISS		HGNC:17083	manually curated	15135061	
S000005820	YOR294W	RRS1	ORF	DOID:3969	thyroid gland papillary carcinoma	ISS		HGNC:17083	manually curated	29449788	Chen F, et al. (2018) RRS1 gene expression involved in the progression of papillary thyroid carcinoma. Cancer Cell Int 18:20
S000005844	YOR317W	FAA1	ORF	DOID:14501	Sjogren-Larsson syndrome	IGI		HGNC:10996	manually curated	24269233	Ohkuni A, et al. (2013) Identification of acyl-CoA synthetases involved in the mammalian sphingosine 1-phosphate metabolic pathway. Biochem Biophys Res Commun 442(3-4):195-201
S000005844	YOR317W	FAA1	ORF	DOID:14501	Sjogren-Larsson syndrome	IGI		HGNC:10998	manually curated	24269233	Ohkuni A, et al. (2013) Identification of acyl-CoA synthetases involved in the mammalian sphingosine 1-phosphate metabolic pathway. Biochem Biophys Res Commun 442(3-4):195-201
S000005844	YOR317W	FAA1	ORF	DOID:14501	Sjogren-Larsson syndrome	IGI		HGNC:16496	manually curated	24269233	Ohkuni A, et al. (2013) Identification of acyl-CoA synthetases involved in the mammalian sphingosine 1-phosphate metabolic pathway. Biochem Biophys Res Commun 442(3-4):195-201
S000005844	YOR317W	FAA1	ORF	DOID:14501	Sjogren-Larsson syndrome	IGI		HGNC:16526	manually curated	24269233	Ohkuni A, et al. (2013) Identification of acyl-CoA synthetases involved in the mammalian sphingosine 1-phosphate metabolic pathway. Biochem Biophys Res Commun 442(3-4):195-201
S000005844	YOR317W	FAA1	ORF	DOID:14501	Sjogren-Larsson syndrome	IGI		HGNC:29567	manually curated	24269233	Ohkuni A, et al. (2013) Identification of acyl-CoA synthetases involved in the mammalian sphingosine 1-phosphate metabolic pathway. Biochem Biophys Res Commun 442(3-4):195-201
S000005844	YOR317W	FAA1	ORF	DOID:14501	Sjogren-Larsson syndrome	IGI		HGNC:3569	manually curated	22633490	Nakahara K, et al. (2012) The Sjögren-Larsson syndrome gene encodes a hexadecenal dehydrogenase of the sphingosine 1-phosphate degradation pathway. Mol Cell 46(4):461-71
S000005844	YOR317W	FAA1	ORF	DOID:14501	Sjogren-Larsson syndrome	IGI		HGNC:3570	manually curated	24269233	Ohkuni A, et al. (2013) Identification of acyl-CoA synthetases involved in the mammalian sphingosine 1-phosphate metabolic pathway. Biochem Biophys Res Commun 442(3-4):195-201
S000005844	YOR317W	FAA1	ORF	DOID:14501	Sjogren-Larsson syndrome	IGI		HGNC:3571	manually curated	24269233	Ohkuni A, et al. (2013) Identification of acyl-CoA synthetases involved in the mammalian sphingosine 1-phosphate metabolic pathway. Biochem Biophys Res Commun 442(3-4):195-201
S000005844	YOR317W	FAA1	ORF	DOID:14501	Sjogren-Larsson syndrome	ISS		HGNC:10996	manually curated	24269233	Ohkuni A, et al. (2013) Identification of acyl-CoA synthetases involved in the mammalian sphingosine 1-phosphate metabolic pathway. Biochem Biophys Res Commun 442(3-4):195-201
S000005844	YOR317W	FAA1	ORF	DOID:14501	Sjogren-Larsson syndrome	ISS		HGNC:10998	manually curated	24269233	Ohkuni A, et al. (2013) Identification of acyl-CoA synthetases involved in the mammalian sphingosine 1-phosphate metabolic pathway. Biochem Biophys Res Commun 442(3-4):195-201
S000005844	YOR317W	FAA1	ORF	DOID:14501	Sjogren-Larsson syndrome	ISS		HGNC:16496	manually curated	24269233	Ohkuni A, et al. (2013) Identification of acyl-CoA synthetases involved in the mammalian sphingosine 1-phosphate metabolic pathway. Biochem Biophys Res Commun 442(3-4):195-201
S000005844	YOR317W	FAA1	ORF	DOID:14501	Sjogren-Larsson syndrome	ISS		HGNC:16526	manually curated	24269233	Ohkuni A, et al. (2013) Identification of acyl-CoA synthetases involved in the mammalian sphingosine 1-phosphate metabolic pathway. Biochem Biophys Res Commun 442(3-4):195-201
S000005844	YOR317W	FAA1	ORF	DOID:14501	Sjogren-Larsson syndrome	ISS		HGNC:29567	manually curated	24269233	Ohkuni A, et al. (2013) Identification of acyl-CoA synthetases involved in the mammalian sphingosine 1-phosphate metabolic pathway. Biochem Biophys Res Commun 442(3-4):195-201
S000005844	YOR317W	FAA1	ORF	DOID:14501	Sjogren-Larsson syndrome	ISS		HGNC:3569	manually curated	22633490	Nakahara K, et al. (2012) The Sjögren-Larsson syndrome gene encodes a hexadecenal dehydrogenase of the sphingosine 1-phosphate degradation pathway. Mol Cell 46(4):461-71
S000005844	YOR317W	FAA1	ORF	DOID:14501	Sjogren-Larsson syndrome	ISS		HGNC:3570	manually curated	24269233	Ohkuni A, et al. (2013) Identification of acyl-CoA synthetases involved in the mammalian sphingosine 1-phosphate metabolic pathway. Biochem Biophys Res Commun 442(3-4):195-201
S000005844	YOR317W	FAA1	ORF	DOID:14501	Sjogren-Larsson syndrome	ISS		HGNC:3571	manually curated	24269233	Ohkuni A, et al. (2013) Identification of acyl-CoA synthetases involved in the mammalian sphingosine 1-phosphate metabolic pathway. Biochem Biophys Res Commun 442(3-4):195-201
S000005857	YOR330C	MIP1	ORF	DOID:0080122	Alpers-Huttenlocher syndrome	IGI		HGNC:9179	manually curated	24398692	Qian Y, et al. (2014) Yeast cells expressing the human mitochondrial DNA polymerase reveal correlations between polymerase fidelity and human disease progression. J Biol Chem 289(9):5970-85
S000005857	YOR330C	MIP1	ORF	DOID:0080122	Alpers-Huttenlocher syndrome	IGI		HGNC:9179	manually curated	25914719	Qian Y, et al. (2015) Alpers disease mutations in human DNA polymerase gamma cause catalytic defects in mitochondrial DNA replication by distinct mechanisms. Front Genet 6:135
S000005857	YOR330C	MIP1	ORF	DOID:0080122	Alpers-Huttenlocher syndrome	ISS		HGNC:9179	manually curated	24398692	Qian Y, et al. (2014) Yeast cells expressing the human mitochondrial DNA polymerase reveal correlations between polymerase fidelity and human disease progression. J Biol Chem 289(9):5970-85
S000005857	YOR330C	MIP1	ORF	DOID:0080122	Alpers-Huttenlocher syndrome	ISS		HGNC:9179	manually curated	25914719	Qian Y, et al. (2015) Alpers disease mutations in human DNA polymerase gamma cause catalytic defects in mitochondrial DNA replication by distinct mechanisms. Front Genet 6:135
S000005857	YOR330C	MIP1	ORF	DOID:12558	chronic progressive external ophthalmoplegia	IGI		HGNC:9179	manually curated	24398692	Qian Y, et al. (2014) Yeast cells expressing the human mitochondrial DNA polymerase reveal correlations between polymerase fidelity and human disease progression. J Biol Chem 289(9):5970-85
S000005857	YOR330C	MIP1	ORF	DOID:12558	chronic progressive external ophthalmoplegia	IMP			manually curated	16368709	
S000005857	YOR330C	MIP1	ORF	DOID:12558	chronic progressive external ophthalmoplegia	ISS		HGNC:9179	manually curated	16368709	
S000005857	YOR330C	MIP1	ORF	DOID:12558	chronic progressive external ophthalmoplegia	ISS		HGNC:9179	manually curated	24398692	Qian Y, et al. (2014) Yeast cells expressing the human mitochondrial DNA polymerase reveal correlations between polymerase fidelity and human disease progression. J Biol Chem 289(9):5970-85
S000005857	YOR330C	MIP1	ORF	DOID:574	peripheral nervous system disease	IGI		HGNC:9179	manually curated	24398692	Qian Y, et al. (2014) Yeast cells expressing the human mitochondrial DNA polymerase reveal correlations between polymerase fidelity and human disease progression. J Biol Chem 289(9):5970-85
S000005857	YOR330C	MIP1	ORF	DOID:574	peripheral nervous system disease	ISS		HGNC:9179	manually curated	24398692	Qian Y, et al. (2014) Yeast cells expressing the human mitochondrial DNA polymerase reveal correlations between polymerase fidelity and human disease progression. J Biol Chem 289(9):5970-85
S000005862	YOR335C	ALA1	ORF	DOID:0050753	cerebellar ataxia	IGI		HGNC:21022	manually curated	31705293	
S000005862	YOR335C	ALA1	ORF	DOID:0050753	cerebellar ataxia	ISS		HGNC:21022	manually curated	31705293	
S000005862	YOR335C	ALA1	ORF	DOID:10223	dermatomyositis	IGI		HGNC:20	manually curated	7761427	Ripmaster TL, et al. (1995) Wide cross-species aminoacyl-tRNA synthetase replacement in vivo: yeast cytoplasmic alanine enzyme replaced by human polymyositis serum antigen. Proc Natl Acad Sci U S A 92(11):4932-6
S000005862	YOR335C	ALA1	ORF	DOID:10223	dermatomyositis	ISS		HGNC:20	manually curated	7761427	Ripmaster TL, et al. (1995) Wide cross-species aminoacyl-tRNA synthetase replacement in vivo: yeast cytoplasmic alanine enzyme replaced by human polymyositis serum antigen. Proc Natl Acad Sci U S A 92(11):4932-6
S000005862	YOR335C	ALA1	ORF	DOID:10595	Charcot-Marie-Tooth disease	IGI		HGNC:20	manually curated	30124830	Weterman MAJ, et al. (2018) Hypermorphic and hypomorphic AARS alleles in patients with CMT2N expand clinical and molecular heterogeneities. Hum Mol Genet 27(23):4036-4050
S000005862	YOR335C	ALA1	ORF	DOID:10595	Charcot-Marie-Tooth disease	ISS		HGNC:20	manually curated	30124830	Weterman MAJ, et al. (2018) Hypermorphic and hypomorphic AARS alleles in patients with CMT2N expand clinical and molecular heterogeneities. Hum Mol Genet 27(23):4036-4050
